LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY ,MEDIAN SALE PRICE ,MEDIAN SALE PRICE YOY ,MEDIAN DAYS ON MARKET _DAYS_,MEDIAN DAYS ON MARKET YOY ,NEW LISTINGS,NEW LISTINGS YOY ,ACTIVE LISTINGS,ACTIVE LISTINGS YOY ,PENDING SALES,PENDING SALES YOY 
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Park Forest, IL",47,-20.34,158000,6.43,100,550,94,-25.4,212,-15.87,91,-11.65
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Homewood, IL",48,-12.73,225500,-9.8,76,-1150,84,18.31,180,31.39,88,-1.12
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wood Dale, IL",31,29.17,338000,16.55,71,1100,35,0,65,16.07,38,5.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Markham, IL",38,15.15,159750,-0.16,77,150,65,-2.99,131,11.97,63,36.96
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dolton, IL",39,-23.53,133000,-11.33,97,2200,78,-16.13,200,1.52,70,-14.63
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lansing, IL",60,-23.08,196000,0.51,82,-850,91,-6.19,208,-9.57,96,-5.88
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cicero, IL",66,13.79,289950,-4.15,69,-1050,87,2.35,171,-7.57,87,-13.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winfield, IL",24,14.29,501000,13.86,46,-1000,44,41.94,56,24.44,38,40.74
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westchester, IL",41,2.5,390000,20.93,55,-350,55,1.85,90,3.45,58,26.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Chicago, IL",17,-50,325000,-6.47,49,50,33,-25,46,-29.23,31,-27.91
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Chicago, IL",17,-50,325000,-6.47,49,50,33,-25,46,-29.23,31,-27.91
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willowbrook, IL",2,-33.33,246750,-25.45,40,-15200,7,75,15,200,9,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Olympia Fields, IL",11,-35.29,335000,-4.29,135,2700,16,14.29,31,-16.22,16,-15.79
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wheeling, IL",67,3.08,302100,3.99,65,2000,100,1.01,153,2.68,98,7.69
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elgin, IL",191,-15.86,315000,-3.08,60,-400,312,6.85,470,-8.56,297,-3.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hazel Crest, IL",42,5,187000,7.78,66,-2450,69,-13.75,150,-2.6,58,-13.43
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Skokie, IL",99,-16.81,430000,1.18,51,-1300,166,2.47,248,-6.42,163,7.95
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Streamwood, IL",112,14.29,321500,5.07,50,-500,144,7.46,208,0,153,28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willowbrook, IL",26,-3.7,337500,12.88,70,600,38,15.15,60,9.09,38,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Dundee, IL",12,33.33,297500,-4.8,61,700,10,-28.57,19,-5,10,-9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Berkeley, IL",15,114.29,300000,1.69,80,-1100,12,33.33,26,62.5,13,85.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Des Plaines, IL",112,-7.44,365000,1.39,61,1550,166,-12.17,268,-3.25,157,-6.55
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Northbrook, IL",76,-9.52,651500,-2.94,44,-650,141,-5.37,197,-1.99,125,16.82
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Melrose Park, IL",19,-20.83,413000,21.47,98,2550,19,-17.39,46,0,32,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Riverdale, IL",31,72.22,128500,-12.88,105,3450,41,-34.92,90,-19.64,34,-15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Thornton, IL",8,-20,189750,-0.13,170,13000,9,-35.71,16,-27.27,9,-30.77
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bensenville, IL",21,61.54,335000,8.06,59,300,24,20,43,19.44,23,27.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Flossmoor, IL",21,-27.59,265000,-18.96,88,3100,30,-34.78,68,-13.92,39,-11.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hoffman Estates, IL",107,40.79,394700,8.14,57,1400,141,1.44,223,18.62,146,23.73
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Orland Park, IL",149,7.97,364500,5.27,53,-2100,192,-11.52,325,-11.92,182,-10.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Franklin Park, IL",25,8.7,360000,14.29,59,250,34,6.25,55,1.85,34,-10.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carpentersville, IL",53,-11.67,280000,3.42,55,700,70,-10.26,107,-8.55,74,-8.64
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palos Park, IL",15,-25,585000,10.27,62,-750,13,-31.58,24,-40,15,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Burlington, IL",3,200,240000,-20,26,500,2,-33.33,3,-25,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Evergreen Park, IL",38,-5,317500,20.95,64,-50,50,-18.03,92,-11.54,56,12
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Hazel Crest, IL",5,0,187500,20.19,78,-5700,4,-42.86,12,0,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Schiller Park, IL",15,-34.78,315000,15.38,42,-700,31,-6.06,48,-2.04,37,23.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Broadview, IL",23,43.75,297500,4.94,67,-2150,20,81.82,38,40.74,26,44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hickory Hills, IL",25,0,350000,14.75,46,-2000,48,14.29,67,3.08,35,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glen Ellyn, IL",61,-32.22,525000,-0.38,43,-650,103,-8.85,142,-10.69,97,-8.49
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gilberts, IL",21,61.54,405000,19.29,82,2200,26,-21.21,45,4.65,26,-18.75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Worth, IL",27,8,295000,25.53,67,200,38,15.15,63,1.61,40,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lisle, IL",42,-12.5,432500,26.09,37,-2400,63,-16,89,-20.54,60,-11.76
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Aurora, IL",63,57.5,365000,-5.68,44,-1250,77,40,112,21.74,80,48.15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Aurora, IL",63,57.5,365000,-5.68,44,-1250,77,40,112,21.74,80,48.15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Aurora, IL",63,57.5,365000,-5.68,44,-1250,77,40,112,21.74,80,48.15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wheaton, IL",80,-12.09,422500,1.08,41,-550,147,-2,191,-4.5,141,-4.73
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Richton Park, IL",26,8.33,182500,0.27,163,8050,33,-28.26,90,21.62,36,-10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Batavia, IL",58,-9.38,480000,16.22,43,50,76,-3.8,124,2.48,76,5.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willow Springs, IL",14,-12.5,385000,3.36,76,-850,20,5.26,27,-27.03,19,-9.52
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Blue Island, IL",23,-20.69,176000,0.57,113,-400,40,29.03,81,12.5,32,-21.95
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Matteson, IL",40,-9.09,294950,19.9,109,2900,65,12.07,143,22.22,65,6.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hillside, IL",14,27.27,302500,4.31,80,3550,18,-5.26,28,0,18,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elburn, IL",17,-5.56,415000,6.55,44,-4000,33,26.92,41,-19.61,31,-3.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Western Springs, IL",29,3.57,855000,-2.29,47,-750,52,0,73,0,53,23.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Justice, IL",29,70.59,319000,4.59,63,-2150,20,-20,46,-6.12,33,22.22
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kenilworth, IL",5,-37.5,2350000,30.37,20,-2400,20,0,25,0,13,-7.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"River Forest, IL",36,24.14,432562,-27.3,69,-50,45,-10,76,2.7,53,20.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Niles, IL",64,10.34,365000,5.8,54,200,85,10.39,135,7.14,84,31.25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Maple Park, IL",7,133.33,393640,-6.25,164,2400,11,0,18,5.88,8,-11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wayne, IL",1,-87.5,1900000,184.64,125,6850,8,-27.27,12,-25,5,-37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oak Lawn, IL",124,-12.68,288500,5.87,73,200,185,4.52,328,1.23,174,-2.25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elk Grove Village, IL",72,-12.2,367500,3.09,60,1200,83,-13.54,138,1.47,96,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Chicago, IL",8,-71.43,251500,23.59,76,900,31,-22.5,49,-22.22,23,-37.84
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Midlothian, IL",42,35.48,229000,-8.4,84,2300,36,2.86,75,7.14,43,10.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago Heights, IL",44,-26.67,179000,0.85,68,-2350,76,-10.59,152,-19.15,76,-22.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago Heights, IL",44,-26.67,179000,0.85,68,-2350,76,-10.59,152,-19.15,76,-22.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Burbank, IL",44,-2.22,309750,-4.69,61,-450,76,31.03,124,13.76,69,16.95
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palatine, IL",152,-14.61,325500,-5.65,53,0,214,-4.89,329,-2.08,197,-11.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Dundee, IL",20,42.86,392245,9.72,69,300,27,68.75,44,76,32,77.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Warrenville, IL",40,17.65,348750,-1.76,54,1650,55,12.24,81,17.39,45,7.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Country Club Hills, IL",42,-36.36,201000,4.69,82,-250,92,29.58,174,2.96,66,-29.03
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Morton Grove, IL",54,-3.57,452500,18.77,52,-1050,78,18.18,132,10,87,42.62
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Itasca, IL",17,70,420000,7.01,80,3450,21,-19.23,33,-21.43,21,5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Downers Grove, IL",128,9.4,525000,18.91,57,50,168,9.8,261,12.5,175,11.46
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harvey, IL",33,-19.51,115000,-14.81,83,-2300,57,-10.94,140,-6.67,50,-19.35
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westmont, IL",37,-40.32,400000,14.29,55,-1500,63,34.04,93,2.2,57,-1.72
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Darien, IL",43,-23.21,430000,4.62,57,750,71,0,98,-1.01,70,-7.89
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glendale Heights, IL",58,0,287500,2.22,60,50,81,9.46,129,14.16,84,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Berwyn, IL",73,-3.95,350000,-2.78,71,-1100,103,28.75,203,14.69,115,29.21
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fox River Grove, IL",9,-40,400000,14.29,90,4900,17,-22.73,25,-10.71,16,-23.81
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tinley Park, IL",153,-1.29,327000,0.62,49,-1200,231,3.59,351,-4.1,221,0.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Park Ridge, IL",72,-17.24,585000,6.36,62,350,118,-18.06,181,-12.98,107,-7.76
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"River Grove, IL",25,56.25,240500,-24.96,52,-1750,36,-2.7,58,3.57,31,-6.06
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Posen, IL",5,25,239000,-4.4,50,-4850,9,-10,17,13.33,8,-27.27
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Steger, IL",24,0,168750,0.75,82,1100,39,50,77,28.33,39,39.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lemont, IL",33,-5.71,535000,24.42,68,400,45,-16.67,81,-6.9,50,-10.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Prospect, IL",88,-19.27,417500,3.86,48,400,146,0.69,201,-4.74,121,-14.79
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Forest Park, IL",51,34.21,310000,4.64,45,-2000,65,0,97,-8.49,56,-13.85
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lyons, IL",14,180,286500,-1.21,43,-2600,37,23.33,49,13.95,25,19.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hinsdale, IL",29,-23.68,1099000,15.99,41,-1600,52,-26.76,88,-22.12,45,-8.16
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harwood Heights, IL",11,-26.67,375000,17.19,75,1400,18,-14.29,29,-17.14,15,-21.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bellwood, IL",34,3.03,250000,-1.19,113,2550,52,62.5,100,33.33,61,45.24
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winnetka, IL",26,-21.21,1915000,24.35,32,-2900,53,-11.67,67,-20.24,49,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Woodridge, IL",73,5.8,435000,17.57,69,800,104,15.56,159,9.66,107,12.63
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Clarendon Hills, IL",25,25,670000,-19.03,28,-2250,41,5.13,55,10,36,24.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oak Forest, IL",62,-1.59,265000,0,55,-850,87,2.35,144,4.35,83,-7.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glenview, IL",96,5.49,755000,24.79,37,-1900,125,-20.89,198,-12,123,-6.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"La Grange Park, IL",13,-61.76,560000,15.46,31,-1250,33,-13.16,38,-38.71,28,-26.32
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"La Grange Park, IL",13,-61.76,560000,15.46,31,-1250,33,-13.16,38,-38.71,28,-26.32
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hampshire, IL",52,-16.13,366990,-0.53,83,-4200,70,45.83,116,16,73,30.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kaneville, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hometown, IL",12,140,217000,8.5,56,2100,17,6.25,24,33.33,12,9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lombard, IL",127,62.82,362000,4.7,46,-450,159,11.97,251,14.61,160,10.34
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glenwood, IL",22,37.5,189250,-22.28,99,4500,46,31.43,85,30.77,33,26.92
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rolling Meadows, IL",43,-2.27,306500,-10.9,44,100,68,6.25,96,0,60,3.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stone Park, IL",4,-20,384620,13.46,84,2000,7,0,14,0,8,14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Naperville, IL",274,-0.36,583250,-0.3,49,0,466,7.62,656,4.96,406,-1.22
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Geneva, IL",63,26,450000,6.51,58,1250,84,16.67,118,12.38,88,49.15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Riverside, IL",8,-46.67,335000,-12.76,76,500,12,-33.33,21,-34.38,8,-52.94
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Riverside, IL",13,-13.33,500000,-19.68,54,-2600,38,15.15,47,-9.62,29,-3.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Evanston, IL",145,10.69,437000,-1.8,49,400,246,28.13,345,19.79,234,31.46
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago Ridge, IL",26,23.81,249200,8.35,69,1850,37,8.82,71,20.34,44,51.72
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago Ridge, IL",26,23.81,249200,8.35,69,1850,37,8.82,71,20.34,44,51.72
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elmhurst, IL",88,-9.28,710000,33.71,50,-400,169,6.29,242,3.86,153,11.68
